n	p	alpha	c_palpha
90	0.9	0.05	0.164202436
90	0.95	0.05	0.171919918
90	0.99	0.05	0.195391473
100	0.01	0.05	0.781957864
100	0.05	0.05	0.54111982
100	0.1	0.05	0.438086266
100	0.2	0.05	0.335484063
100	0.3	0.05	0.276120052
100	0.4	0.05	0.235163631
100	0.5	0.05	0.204681278
100	0.6	0.05	0.181862134
100	0.7	0.05	0.165610171
100	0.8	0.05	0.156329776
100	0.9	0.05	0.156369101
100	0.95	0.05	0.163960998
100	0.99	0.05	0.186689928
6	0.01	0.95	-1.693592418
6	0.05	0.95	-1.24265863
6	0.1	0.95	-1.062632338
6	0.2	0.95	-0.908279895
6	0.3	0.95	-0.849638349
6	0.4	0.95	-0.845052052
6	0.5	0.95	-0.888397797
6	0.6	0.95	-0.981724481
6	0.7	0.95	-1.127425493
6	0.8	0.95	-1.340356608
6	0.9	0.95	-1.674494767
6	0.95	0.95	-1.957975405
6	0.99	0.95	-2.467599172
8	0.01	0.95	-1.547431344
8	0.05	0.95	-1.126882636
8	0.1	0.95	-0.955885495
8	0.2	0.95	-0.802285606
8	0.3	0.95	-0.733437675
8	0.4	0.95	-0.708621179
8	0.5	0.95	-0.719933819
8	0.6	0.95	-0.766337034
8	0.7	0.95	-0.852383608
8	0.8	0.95	-0.988141636
8	0.9	0.95	-1.209176077
8	0.95	0.95	-1.402762542
8	0.99	0.95	-1.755190371
10	0.01	0.95	-1.437629762
10	0.05	0.95	-1.041709408
10	0.1	0.95	-0.879301319
10	0.2	0.95	-0.729761482
10	0.3	0.95	-0.658681373
10	0.4	0.95	-0.626149965
10	0.5	0.95	-0.623380572
10	0.6	0.95	-0.649072453
10	0.7	0.95	-0.706661777
10	0.8	0.95	-0.80420959
10	0.9	0.95	-0.970054006
10	0.95	0.95	-1.117513608
10	0.99	0.95	-1.390144463
12	0.01	0.95	-1.350386807
12	0.05	0.95	-0.975335128
12	0.1	0.95	-0.820180497
12	0.2	0.95	-0.676208242
12	0.3	0.95	-0.605003047
12	0.4	0.95	-0.569291162
12	0.5	0.95	-0.559455111
12	0.6	0.95	-0.574113527
12	0.7	0.95	-0.61585391
12	0.8	0.95	-0.691082764
12	0.9	0.95	-0.824612136
12	0.95	0.95	-0.945254127
12	0.99	0.95	-1.171516363
15	0.01	0.95	-1.246823358
15	0.05	0.95	-0.897536453
15	0.1	0.95	-0.752107617
15	0.2	0.95	-0.615431955
15	0.3	0.95	-0.545931293
15	0.4	0.95	-0.507882709
15	0.5	0.95	-0.492532493
15	0.6	0.95	-0.49792626
15	0.7	0.95	-0.525506429
15	0.8	0.95	-0.58127745
15	0.9	0.95	-0.685127519
15	0.95	0.95	-0.780871525
15	0.99	0.95	-0.962560226
20	0.01	0.95	-1.120070377
20	0.05	0.95	-0.802810184
20	0.1	0.95	-0.67069125
20	0.2	0.95	-0.545116799
20	0.3	0.95	-0.479204658
20	0.4	0.95	-0.441062124
20	0.5	0.95	-0.42176643
20	0.6	0.95	-0.419476518
20	0.7	0.95	-0.435115806
20	0.8	0.95	-0.473689017
20	0.9	0.95	-0.550285224
20	0.95	0.95	-0.623249796
20	0.99	0.95	-0.763973516
25	0.01	0.95	-1.028415369
25	0.05	0.95	-0.735778229
25	0.1	0.95	-0.6130371
25	0.2	0.95	-0.495638071
25	0.3	0.95	-0.433222561
25	0.4	0.95	-0.395836598
25	0.5	0.95	-0.375355334
25	0.6	0.95	-0.369428705
25	0.7	0.95	-0.37925305
25	0.8	0.95	-0.408163198
25	0.9	0.95	-0.469048424
25	0.95	0.95	-0.528453037
25	0.99	0.95	-0.644651957
30	0.01	0.95	-0.957493871
30	0.05	0.95	-0.683252334
30	0.1	0.95	-0.568277168
30	0.2	0.95	-0.457762728
30	0.3	0.95	-0.398341685
30	0.4	0.95	-0.362122373
30	0.5	0.95	-0.341290026
30	0.6	0.95	-0.3335624
30	0.7	0.95	-0.339540458
30	0.8	0.95	-0.362444798
30	0.9	0.95	-0.413308571
30	0.95	0.95	-0.464282767
30	0.99	0.95	-0.564939229
35	0.01	0.95	-0.900007977
35	0.05	0.95	-0.641489696
35	0.1	0.95	-0.533078235
35	0.2	0.95	-0.428601667
35	0.3	0.95	-0.371856575
35	0.4	0.95	-0.33674214
35	0.5	0.95	-0.315849234
35	0.6	0.95	-0.307047733
35	0.7	0.95	-0.310698001
35	0.8	0.95	-0.32963137
35	0.9	0.95	-0.373482955
35	0.95	0.95	-0.417840235
35	0.99	0.95	-0.50678465
40	0.01	0.95	-0.85207461
40	0.05	0.95	-0.606492878
40	0.1	0.95	-0.503281088
40	0.2	0.95	-0.403685978
40	0.3	0.95	-0.349369183
40	0.4	0.95	-0.315546766
40	0.5	0.95	-0.29497536
40	0.6	0.95	-0.285477152
40	0.7	0.95	-0.287538567
40	0.8	0.95	-0.303509557
40	0.9	0.95	-0.342459885
40	0.95	0.95	-0.382411156
40	0.99	0.95	-0.462867738
45	0.01	0.95	-0.813461825
45	0.05	0.95	-0.578359369
45	0.1	0.95	-0.479424376
45	0.2	0.95	-0.383659235
45	0.3	0.95	-0.331287919
45	0.4	0.95	-0.298430163
45	0.5	0.95	-0.27809642
45	0.6	0.95	-0.268258186
45	0.7	0.95	-0.269167291
45	0.8	0.95	-0.282819757
45	0.9	0.95	-0.317764824
45	0.95	0.95	-0.354120416
45	0.99	0.95	-0.428036787
50	0.01	0.95	-0.77867062
50	0.05	0.95	-0.55315429
50	0.1	0.95	-0.458245488
50	0.2	0.95	-0.366320008
50	0.3	0.95	-0.315913138
50	0.4	0.95	-0.284022942
50	0.5	0.95	-0.264078838
50	0.6	0.95	-0.254132472
50	0.7	0.95	-0.254071169
50	0.8	0.95	-0.266132948
50	0.9	0.95	-0.297857748
50	0.95	0.95	-0.331233343
50	0.99	0.95	-0.399641251
60	0.01	0.95	-0.72110498
60	0.05	0.95	-0.511697739
60	0.1	0.95	-0.42334703
60	0.2	0.95	-0.337609297
60	0.3	0.95	-0.29057733
60	0.4	0.95	-0.260328378
60	0.5	0.95	-0.241113089
60	0.6	0.95	-0.230987893
60	0.7	0.95	-0.229652621
60	0.8	0.95	-0.239190647
60	0.9	0.95	-0.266247422
60	0.95	0.95	-0.295424126
60	0.99	0.95	-0.355398591
70	0.01	0.95	-0.676085973
70	0.05	0.95	-0.479163725
70	0.1	0.95	-0.396102422
70	0.2	0.95	-0.315368617
70	0.3	0.95	-0.270636005
70	0.4	0.95	-0.241993418
70	0.5	0.95	-0.223363356
70	0.6	0.95	-0.212999837
70	0.7	0.95	-0.210940313
70	0.8	0.95	-0.218683696
70	0.9	0.95	-0.24261598
70	0.95	0.95	-0.268631993
70	0.99	0.95	-0.32259513
80	0.01	0.95	-0.638521022
80	0.05	0.95	-0.452065136
80	0.1	0.95	-0.37340324
80	0.2	0.95	-0.296920441
80	0.3	0.95	-0.254522185
80	0.4	0.95	-0.227068232
80	0.5	0.95	-0.20921309
80	0.6	0.95	-0.199060768
80	0.7	0.95	-0.196660011
80	0.8	0.95	-0.203172394
80	0.9	0.95	-0.224418276
80	0.95	0.95	-0.247958291
80	0.99	0.95	-0.297209213
90	0.01	0.95	-0.606130299
90	0.05	0.95	-0.42894594
90	0.1	0.95	-0.354178957
90	0.2	0.95	-0.28144175
90	0.3	0.95	-0.240844865
90	0.4	0.95	-0.214580028
90	0.5	0.95	-0.197384925
90	0.6	0.95	-0.187347997
90	0.7	0.95	-0.184497578
90	0.8	0.95	-0.190209957
90	0.9	0.95	-0.209435892
90	0.95	0.95	-0.231188965
90	0.99	0.95	-0.27672694
100	0.01	0.95	-0.579512371
100	0.05	0.95	-0.409857658
100	0.1	0.95	-0.33825245
100	0.2	0.95	-0.268364468
100	0.3	0.95	-0.229526574
100	0.4	0.95	-0.20413569
100	0.5	0.95	-0.187420787
100	0.6	0.95	-0.177503328
100	0.7	0.95	-0.174332711
100	0.8	0.95	-0.17925356
100	0.9	0.95	-0.196786205
100	0.95	0.95	-0.217071201
100	0.99	0.95	-0.259620252
6	0.01	0.975	-2.014805158
6	0.05	0.975	-1.473167459
6	0.1	0.975	-1.258193424
6	0.2	0.975	-1.07777776
6	0.3	0.975	-1.019186747
6	0.4	0.975	-1.034668198
6	0.5	0.975	-1.11606906
6	0.6	0.975	-1.260174917
6	0.7	0.975	-1.470039942
6	0.8	0.975	-1.762318854
6	0.9	0.975	-2.210119478
6	0.95	0.975	-2.586084815
6	0.99	0.975	-3.253197337
8	0.01	0.975	-1.83588828
8	0.05	0.975	-1.332981703
8	0.1	0.975	-1.129272415
8	0.2	0.975	-0.947926151
8	0.3	0.975	-0.871978371
8	0.4	0.975	-0.852940209
8	0.5	0.975	-0.881127824
8	0.6	0.975	-0.956088448
8	0.7	0.975	-1.078688722
8	0.8	0.975	-1.262991791
8	0.9	0.975	-1.554924206
8	0.95	0.975	-1.804952677
8	0.99	0.975	-2.257099628
10	0.01	0.975	-1.704186888
10	0.05	0.975	-1.232026692
10	0.1	0.975	-1.038698973
10	0.2	0.975	-0.862338355
10	0.3	0.975	-0.780694085
10	0.4	0.975	-0.748441982
10	0.5	0.975	-0.755183498
10	0.6	0.975	-0.798022426
10	0.7	0.975	-0.880254414
10	0.8	0.975	-1.01080589
10	0.9	0.975	-1.225856344
10	0.95	0.975	-1.414404003
10	0.99	0.975	-1.760902445
12	0.01	0.975	-1.598500495
12	0.05	0.975	-1.153185015
12	0.1	0.975	-0.969192373
12	0.2	0.975	-0.798304913
12	0.3	0.975	-0.716050938
12	0.4	0.975	-0.677878735
12	0.5	0.975	-0.672816033
12	0.6	0.975	-0.699195577
12	0.7	0.975	-0.759185833
12	0.8	0.975	-0.861134823
12	0.9	0.975	-1.034720136
12	0.95	0.975	-1.188188672
12	0.99	0.975	-1.473451887
15	0.01	0.975	-1.475904189
15	0.05	0.975	-1.061038623
15	0.1	0.975	-0.888689194
15	0.2	0.975	-0.726631336
15	0.3	0.975	-0.645207986
15	0.4	0.975	-0.603053538
15	0.5	0.975	-0.589365184
15	0.6	0.975	-0.602098896
15	0.7	0.975	-0.642462445
15	0.8	0.975	-0.716868877
15	0.9	0.975	-0.850007272
15	0.95	0.975	-0.971036691
15	0.99	0.975	-1.198433949
20	0.01	0.975	-1.326025678
20	0.05	0.975	-0.949699093
20	0.1	0.975	-0.792757367
20	0.2	0.975	-0.643786729
20	0.3	0.975	-0.566548561
20	0.4	0.975	-0.522783922
20	0.5	0.975	-0.502400179
20	0.6	0.975	-0.503613714
20	0.7	0.975	-0.527740923
20	0.8	0.975	-0.578777318
20	0.9	0.975	-0.676335757
20	0.95	0.975	-0.767139706
20	0.99	0.975	-0.941695101
25	0.01	0.975	-1.217272196
25	0.05	0.975	-0.869497137
25	0.1	0.975	-0.724209515
25	0.2	0.975	-0.585658346
25	0.3	0.975	-0.51220273
25	0.4	0.975	-0.468943346
25	0.5	0.975	-0.446400105
25	0.6	0.975	-0.442587432
25	0.7	0.975	-0.457375568
25	0.8	0.975	-0.496285399
25	0.9	0.975	-0.573152499
25	0.95	0.975	-0.647097751
25	0.99	0.975	-0.790410094
30	0.01	0.975	-1.13199614
30	0.05	0.975	-0.807695724
30	0.1	0.975	-0.6717827
30	0.2	0.975	-0.541079998
30	0.3	0.975	-0.471089424
30	0.4	0.975	-0.428917232
30	0.5	0.975	-0.405472812
30	0.6	0.975	-0.39850268
30	0.7	0.975	-0.408558886
30	0.8	0.975	-0.439437215
30	0.9	0.975	-0.50410827
30	0.95	0.975	-0.567001194
30	0.99	0.975	-0.69042911
35	0.01	0.975	-1.065530125
35	0.05	0.975	-0.759015596
35	0.1	0.975	-0.630362028
35	0.2	0.975	-0.506330182
35	0.3	0.975	-0.43946696
35	0.4	0.975	-0.398554175
35	0.5	0.975	-0.375132497
35	0.6	0.975	-0.366477294
35	0.7	0.975	-0.372942503
35	0.8	0.975	-0.398000139
35	0.9	0.975	-0.453489651
35	0.95	0.975	-0.508728308
35	0.99	0.975	-0.617772335
40	0.01	0.975	-1.009356617
40	0.05	0.975	-0.717784319
40	0.1	0.975	-0.595344838
40	0.2	0.975	-0.477384939
40	0.3	0.975	-0.413240854
40	0.4	0.975	-0.373792816
40	0.5	0.975	-0.350458589
40	0.6	0.975	-0.340689624
40	0.7	0.975	-0.344984886
40	0.8	0.975	-0.366267815
40	0.9	0.975	-0.415262228
40	0.95	0.975	-0.464878984
40	0.99	0.975	-0.563215911
45	0.01	0.975	-0.963173272
45	0.05	0.975	-0.68439556
45	0.1	0.975	-0.567117107
45	0.2	0.975	-0.453763227
45	0.3	0.975	-0.392136463
45	0.4	0.975	-0.353398976
45	0.5	0.975	-0.330112152
45	0.6	0.975	-0.319736403
45	0.7	0.975	-0.322186186
45	0.8	0.975	-0.340551621
45	0.9	0.975	-0.384209674
45	0.95	0.975	-0.429239975
45	0.99	0.975	-0.519298473
50	0.01	0.975	-0.921865853
50	0.05	0.975	-0.654689143
50	0.1	0.975	-0.541981343
50	0.2	0.975	-0.433086127
50	0.3	0.975	-0.373665953
50	0.4	0.975	-0.336371737
50	0.5	0.975	-0.313509014
50	0.6	0.975	-0.302789848
50	0.7	0.975	-0.304024853
50	0.8	0.975	-0.320143993
50	0.9	0.975	-0.360053959
50	0.95	0.975	-0.401193199
50	0.99	0.975	-0.484326043
60	0.01	0.975	-0.853925519
60	0.05	0.975	-0.605658438
60	0.1	0.975	-0.501200982
60	0.2	0.975	-0.39952768
60	0.3	0.975	-0.343754464
60	0.4	0.975	-0.30838249
60	0.5	0.975	-0.286332326
60	0.6	0.975	-0.274797489
60	0.7	0.975	-0.274382722
60	0.8	0.975	-0.287053016
60	0.9	0.975	-0.321110778
60	0.95	0.975	-0.35706118
60	0.99	0.975	-0.430172247
70	0.01	0.975	-0.80094703
70	0.05	0.975	-0.56757131
70	0.1	0.975	-0.468876372
70	0.2	0.975	-0.373031832
70	0.3	0.975	-0.32030905
70	0.4	0.975	-0.286480649
70	0.5	0.975	-0.264945646
70	0.6	0.975	-0.253509664
70	0.7	0.975	-0.252034549
70	0.8	0.975	-0.26255649
70	0.9	0.975	-0.292189192
70	0.95	0.975	-0.32416287
70	0.99	0.975	-0.389697136
80	0.01	0.975	-0.75701969
80	0.05	0.975	-0.535716804
80	0.1	0.975	-0.442276227
80	0.2	0.975	-0.351462245
80	0.3	0.975	-0.301319301
80	0.4	0.975	-0.269074012
80	0.5	0.975	-0.248299688
80	0.6	0.975	-0.236843756
80	0.7	0.975	-0.234650706
80	0.8	0.975	-0.243488622
80	0.9	0.975	-0.27010717
80	0.95	0.975	-0.298837892
80	0.99	0.975	-0.358563591
90	0.01	0.975	-0.718108077
90	0.05	0.975	-0.508263893
90	0.1	0.975	-0.419572979
90	0.2	0.975	-0.333190704
90	0.3	0.975	-0.285148232
90	0.4	0.975	-0.254217781
90	0.5	0.975	-0.234167561
90	0.6	0.975	-0.222822617
90	0.7	0.975	-0.220123874
90	0.8	0.975	-0.22776162
90	0.9	0.975	-0.25199608
90	0.95	0.975	-0.278394326
90	0.99	0.975	-0.333633545
100	0.01	0.975	-0.686810262
100	0.05	0.975	-0.485792991
100	0.1	0.975	-0.400656691
100	0.2	0.975	-0.317790048
100	0.3	0.975	-0.27165655
100	0.4	0.975	-0.241867087
100	0.5	0.975	-0.222364695
100	0.6	0.975	-0.211133951
100	0.7	0.975	-0.208012472
100	0.8	0.975	-0.214521406
100	0.9	0.975	-0.236587652
100	0.95	0.975	-0.261190413
100	0.99	0.975	-0.312669293
6	0.01	0.99	-2.347333224
6	0.05	0.99	-1.716032964
6	0.1	0.99	-1.467245009
6	0.2	0.99	-1.270105535
6	0.3	0.99	-1.231424957
6	0.4	0.99	-1.294783555
6	0.5	0.99	-1.444423796
6	0.6	0.99	-1.671620052
6	0.7	0.99	-1.980541574
6	0.8	0.99	-2.400299224
6	0.9	0.99	-3.022105928
6	0.95	0.99	-3.535754588
6	0.99	0.99	-4.443656557
8	0.01	0.99	-2.137496576
8	0.05	0.99	-1.550902658
8	0.1	0.99	-1.314335084
8	0.2	0.99	-1.110710257
8	0.3	0.99	-1.035795911
8	0.4	0.99	-1.036276657
8	0.5	0.99	-1.099276111
8	0.6	0.99	-1.218690888
8	0.7	0.99	-1.398607607
8	0.8	0.99	-1.654675958
8	0.9	0.99	-2.04883632
8	0.95	0.99	-2.38219303
8	0.99	0.99	-2.979354449
10	0.01	0.99	-1.986121622
10	0.05	0.99	-1.435280577
10	0.1	0.99	-1.210098551
10	0.2	0.99	-1.007858478
10	0.3	0.99	-0.921998568
10	0.4	0.99	-0.897432434
10	0.5	0.99	-0.923294197
10	0.6	0.99	-0.995601042
10	0.7	0.99	-1.116442352
10	0.8	0.99	-1.295883262
10	0.9	0.99	-1.583945958
10	0.95	0.99	-1.830185993
10	0.99	0.99	-2.276727189
12	0.01	0.99	-1.865326763
12	0.05	0.99	-1.34330099
12	0.1	0.99	-1.129272621
12	0.2	0.99	-0.93291109
12	0.3	0.99	-0.842256591
12	0.4	0.99	-0.806484856
12	0.5	0.99	-0.813552953
12	0.6	0.99	-0.860716289
12	0.7	0.99	-0.949970517
12	0.8	0.99	-1.090665371
12	0.9	0.99	-1.319186889
12	0.95	0.99	-1.519050714
12	0.99	0.99	-1.88468579
15	0.01	0.99	-1.72187
15	0.05	0.99	-1.236633575
15	0.1	0.99	-1.035628583
15	0.2	0.99	-0.84915516
15	0.3	0.99	-0.757822797
15	0.4	0.99	-0.714558344
15	0.5	0.99	-0.706802285
15	0.6	0.99	-0.732231747
15	0.7	0.99	-0.792327635
15	0.8	0.99	-0.895447583
15	0.9	0.99	-1.069295218
15	0.95	0.99	-1.225014453
15	0.99	0.99	-1.513226305
20	0.01	0.99	-1.55026365
20	0.05	0.99	-1.109991241
20	0.1	0.99	-0.925986604
20	0.2	0.99	-0.753042919
20	0.3	0.99	-0.664257683
20	0.4	0.99	-0.616920294
20	0.5	0.99	-0.599154785
20	0.6	0.99	-0.608073973
20	0.7	0.99	-0.644110492
20	0.8	0.99	-0.713793771
20	0.9	0.99	-0.840006118
20	0.95	0.99	-0.956253197
20	0.99	0.99	-1.175197401
25	0.01	0.99	-1.424160984
25	0.05	0.99	-1.017641612
25	0.1	0.99	-0.847383562
25	0.2	0.99	-0.685276675
25	0.3	0.99	-0.600680877
25	0.4	0.99	-0.552986429
25	0.5	0.99	-0.530176301
25	0.6	0.99	-0.530489801
25	0.7	0.99	-0.554558509
25	0.8	0.99	-0.606446075
25	0.9	0.99	-0.706268784
25	0.95	0.99	-0.799734082
25	0.99	0.99	-0.97924154
30	0.01	0.99	-1.326527052
30	0.05	0.99	-0.945998869
30	0.1	0.99	-0.786417368
30	0.2	0.99	-0.633952704
30	0.3	0.99	-0.552968509
30	0.4	0.99	-0.505542812
30	0.5	0.99	-0.481306386
30	0.6	0.99	-0.476857332
30	0.7	0.99	-0.493743972
30	0.8	0.99	-0.535193048
30	0.9	0.99	-0.61811043
30	0.95	0.99	-0.697231357
30	0.99	0.99	-0.850427673
35	0.01	0.99	-1.248430747
35	0.05	0.99	-0.888749385
35	0.1	0.99	-0.738035957
35	0.2	0.99	-0.592948371
35	0.3	0.99	-0.515853966
35	0.4	0.99	-0.469349322
35	0.5	0.99	-0.444060588
35	0.6	0.99	-0.43698361
35	0.7	0.99	-0.44801537
35	0.8	0.99	-0.481933581
35	0.9	0.99	-0.553437865
35	0.95	0.99	-0.622935652
35	0.99	0.99	-0.758341864
40	0.01	0.99	-1.183436649
40	0.05	0.99	-0.842112338
40	0.1	0.99	-0.698224828
40	0.2	0.99	-0.560044575
40	0.3	0.99	-0.485552881
40	0.4	0.99	-0.440486434
40	0.5	0.99	-0.414619922
40	0.6	0.99	-0.405794313
40	0.7	0.99	-0.414327906
40	0.8	0.99	-0.443292829
40	0.9	0.99	-0.505801286
40	0.95	0.99	-0.567045395
40	0.99	0.99	-0.689313794
45	0.01	0.99	-1.129096828
45	0.05	0.99	-0.802313306
45	0.1	0.99	-0.664624019
45	0.2	0.99	-0.532202165
45	0.3	0.99	-0.460513233
45	0.4	0.99	-0.416433752
45	0.5	0.99	-0.390160653
45	0.6	0.99	-0.380239718
45	0.7	0.99	-0.386017557
45	0.8	0.99	-0.411243503
45	0.9	0.99	-0.466702257
45	0.95	0.99	-0.522492256
45	0.99	0.99	-0.633239127
50	0.01	0.99	-1.081335977
50	0.05	0.99	-0.767686118
50	0.1	0.99	-0.635820248
50	0.2	0.99	-0.508411371
50	0.3	0.99	-0.439017741
50	0.4	0.99	-0.39632914
50	0.5	0.99	-0.370768354
50	0.6	0.99	-0.359894377
50	0.7	0.99	-0.363972227
50	0.8	0.99	-0.385901633
50	0.9	0.99	-0.436697626
50	0.95	0.99	-0.487591035
50	0.99	0.99	-0.590006858
60	0.01	0.99	-1.00258365
60	0.05	0.99	-0.710884518
60	0.1	0.99	-0.58836014
60	0.2	0.99	-0.469217007
60	0.3	0.99	-0.404457794
60	0.4	0.99	-0.363447453
60	0.5	0.99	-0.338315542
60	0.6	0.99	-0.326530955
60	0.7	0.99	-0.328066327
60	0.8	0.99	-0.345502434
60	0.9	0.99	-0.38847313
60	0.95	0.99	-0.433008293
60	0.99	0.99	-0.52269306
70	0.01	0.99	-0.941607872
70	0.05	0.99	-0.667275851
70	0.1	0.99	-0.551305807
70	0.2	0.99	-0.438816357
70	0.3	0.99	-0.376866768
70	0.4	0.99	-0.337624941
70	0.5	0.99	-0.313140938
70	0.6	0.99	-0.300855558
70	0.7	0.99	-0.300718414
70	0.8	0.99	-0.315075511
70	0.9	0.99	-0.35282305
70	0.95	0.99	-0.392029436
70	0.99	0.99	-0.472244713
80	0.01	0.99	-0.889205764
80	0.05	0.99	-0.629929401
80	0.1	0.99	-0.520261184
80	0.2	0.99	-0.413522372
80	0.3	0.99	-0.354621412
80	0.4	0.99	-0.317278936
80	0.5	0.99	-0.293403162
80	0.6	0.99	-0.28096135
80	0.7	0.99	-0.279830002
80	0.8	0.99	-0.291998475
80	0.9	0.99	-0.325046669
80	0.95	0.99	-0.360514874
80	0.99	0.99	-0.433252992
90	0.01	0.99	-0.845159752
90	0.05	0.99	-0.597913266
90	0.1	0.99	-0.493521052
90	0.2	0.99	-0.391897219
90	0.3	0.99	-0.335865358
90	0.4	0.99	-0.299879376
90	0.5	0.99	-0.276834368
90	0.6	0.99	-0.264441727
90	0.7	0.99	-0.262465622
90	0.8	0.99	-0.272810537
90	0.9	0.99	-0.303230068
90	0.95	0.99	-0.335871695
90	0.99	0.99	-0.402913573
100	0.01	0.99	-0.808955862
100	0.05	0.99	-0.571955831
100	0.1	0.99	-0.471875344
100	0.2	0.99	-0.374120445
100	0.3	0.99	-0.320046524
100	0.4	0.99	-0.285224345
100	0.5	0.99	-0.262761701
100	0.6	0.99	-0.250152707
100	0.7	0.99	-0.247720854
100	0.8	0.99	-0.256882389
100	0.9	0.99	-0.284460273
100	0.95	0.99	-0.314848473
100	0.99	0.99	-0.377466533
6	0.01	0.995	-2.551078851
6	0.05	0.995	-1.864931241
6	0.1	0.995	-1.598717032
6	0.2	0.995	-1.402131629
6	0.3	0.995	-1.394407573
6	0.4	0.995	-1.509586432
6	0.5	0.995	-1.724724639
6	0.6	0.995	-2.029411985
6	0.7	0.995	-2.430080255
6	0.8	0.995	-2.958964786
6	0.9	0.995	-3.735331874
6	0.95	0.995	-4.368482962
6	0.99	0.995	-5.495814001
8	0.01	0.995	-2.327378212
8	0.05	0.995	-1.688664727
8	0.1	0.995	-1.433168536
8	0.2	0.995	-1.220310608
8	0.3	0.995	-1.153155647
8	0.4	0.995	-1.177209287
8	0.5	0.995	-1.272221749
8	0.6	0.995	-1.435010686
8	0.7	0.995	-1.667404135
8	0.8	0.995	-1.982927005
8	0.9	0.995	-2.461311637
8	0.95	0.995	-2.859915853
8	0.99	0.995	-3.583435965
10	0.01	0.995	-2.162084502
10	0.05	0.995	-1.562076317
10	0.1	0.995	-1.318675151
10	0.2	0.995	-1.104901911
10	0.3	0.995	-1.018364836
10	0.4	0.995	-1.005694959
10	0.5	0.995	-1.051091132
10	0.6	0.995	-1.149839445
10	0.7	0.995	-1.303701234
10	0.8	0.995	-1.526971716
10	0.9	0.995	-1.872094192
10	0.95	0.995	-2.165247493
10	0.99	0.995	-2.700167006
12	0.01	0.995	-2.031646259
12	0.05	0.995	-1.46381244
12	0.1	0.995	-1.23080296
12	0.2	0.995	-1.021020676
12	0.3	0.995	-0.928496111
12	0.4	0.995	-0.898606754
12	0.5	0.995	-0.918659555
12	0.6	0.995	-0.984928035
12	0.7	0.995	-1.099412598
12	0.8	0.995	-1.270347311
12	0.9	0.995	-1.543726218
12	0.95	0.995	-1.778581732
12	0.99	0.995	-2.210979749
15	0.01	0.995	-1.878259824
15	0.05	0.995	-1.349083396
15	0.1	0.995	-1.130718221
15	0.2	0.995	-0.929904735
15	0.3	0.995	-0.834228198
15	0.4	0.995	-0.792908944
15	0.5	0.995	-0.792072626
15	0.6	0.995	-0.829692142
15	0.7	0.995	-0.907538463
15	0.8	0.995	-1.031889353
15	0.9	0.995	-1.238260937
15	0.95	0.995	-1.420222245
15	0.99	0.995	-1.757088988
20	0.01	0.995	-1.692751175
20	0.05	0.995	-1.211891604
20	0.1	0.995	-1.012492568
20	0.2	0.995	-0.824003957
20	0.3	0.995	-0.729646864
20	0.4	0.995	-0.68170906
20	0.5	0.995	-0.666795067
20	0.6	0.995	-0.68245019
20	0.7	0.995	-0.729448172
20	0.8	0.995	-0.814189868
20	0.9	0.995	-0.963736052
20	0.95	0.995	-1.097554402
20	0.99	0.995	-1.349752982
25	0.01	0.995	-1.556662625
25	0.05	0.995	-1.112450684
25	0.1	0.995	-0.926805305
25	0.2	0.995	-0.750385265
25	0.3	0.995	-0.65943853
25	0.4	0.995	-0.609610793
25	0.5	0.995	-0.588482922
25	0.6	0.995	-0.593357781
25	0.7	0.995	-0.624845684
25	0.8	0.995	-0.688285457
25	0.9	0.995	-0.805623489
25	0.95	0.995	-0.913657933
25	0.99	0.995	-1.1184442
30	0.01	0.995	-1.452420213
30	0.05	0.995	-1.036086419
30	0.1	0.995	-0.861111331
30	0.2	0.995	-0.694656314
30	0.3	0.995	-0.607470152
30	0.4	0.995	-0.557377278
30	0.5	0.995	-0.533808362
30	0.6	0.995	-0.532515093
30	0.7	0.995	-0.554755105
30	0.8	0.995	-0.604621305
30	0.9	0.995	-0.701839521
30	0.95	0.995	-0.793587897
30	0.99	0.995	-0.970759383
35	0.01	0.995	-1.367306851
35	0.05	0.995	-0.973249177
35	0.1	0.995	-0.80813674
35	0.2	0.995	-0.650098748
35	0.3	0.995	-0.566504638
35	0.4	0.995	-0.517148904
35	0.5	0.995	-0.491429871
35	0.6	0.995	-0.486217589
35	0.7	0.995	-0.502264161
35	0.8	0.995	-0.543609065
35	0.9	0.995	-0.626482911
35	0.95	0.995	-0.705912111
35	0.99	0.995	-0.861193316
40	0.01	0.995	-1.296245611
40	0.05	0.995	-0.922146312
40	0.1	0.995	-0.765166409
40	0.2	0.995	-0.614358139
40	0.3	0.995	-0.534140296
40	0.4	0.995	-0.485624837
40	0.5	0.995	-0.459326774
40	0.6	0.995	-0.451956983
40	0.7	0.995	-0.463187621
40	0.8	0.995	-0.498569009
40	0.9	0.995	-0.571347227
40	0.95	0.995	-0.642382193
40	0.99	0.995	-0.781599195
45	0.01	0.995	-1.237580005
45	0.05	0.995	-0.880600414
45	0.1	0.995	-0.729846608
45	0.2	0.995	-0.584539317
45	0.3	0.995	-0.506236698
45	0.4	0.995	-0.458691708
45	0.5	0.995	-0.431715778
45	0.6	0.995	-0.422374752
45	0.7	0.995	-0.431298022
45	0.8	0.995	-0.461124721
45	0.9	0.995	-0.526150717
45	0.95	0.995	-0.589760147
45	0.99	0.995	-0.716122657
50	0.01	0.995	-1.18550549
